id_lead,cargo,setor,tamanho_empresa,fonte_do_lead,tags,produto_de_interesse,valor_investimento,etapa_do_funil,tempo_na_etapa,convertido
313,Gerente,Manufatura,Grande,Orgânico,SQL,Plano Básico,500,Fechamento,19,0
314,Analista,Tecnologia,Grande,Indicação,Hot,Plano Básico,500,Fechamento,23,0
315,CEO,Educação,Pequena,Orgânico,Sem tag,Plano Pro,2500,Fechamento,26,0
316,Gerente,Finanças,Grande,Anúncio,SQL,Plano Básico,500,Qualificação,32,0
317,Analista,Tecnologia,Pequena,Orgânico,Sem tag,Plano Premium,10000,Qualificação,12,0
318,Diretor,Tecnologia,Média,Evento,Hot,Plano Pro,2500,Proposta,28,1
319,Analista,Educação,Pequena,Orgânico,SQL,Plano Básico,500,Proposta,15,1
320,Analista,Educação,Grande,Anúncio,Hot,Consultoria,36882,Proposta,8,1
321,Analista,Varejo,Grande,Anúncio,SQL,Consultoria,4130,Contato,5,0
322,Gerente,Finanças,Pequena,Indicação,Sem tag,Plano Premium,10000,Proposta,36,0
323,Diretor,Saúde,Pequena,Indicação,MQL,Plano Pro,2500,Fechamento,31,1
324,Gerente,Tecnologia,Pequena,Evento,Hot,Consultoria,6290,Contato,30,0
325,Analista,Tecnologia,Pequena,Orgânico,Sem tag,Consultoria,19075,Negociação,52,0
326,Analista,Varejo,Média,Indicação,Cold,Plano Pro,2500,Fechamento,35,1
327,Diretor,Educação,Média,Orgânico,Cold,Plano Premium,10000,Contato,32,0
328,Analista,Saúde,Grande,Orgânico,MQL,Consultoria,226,Proposta,29,1
329,Analista,Tecnologia,Média,Indicação,Sem tag,Consultoria,17606,Fechamento,32,0
330,Diretor,Educação,Pequena,Evento,SQL,Consultoria,83035,Contato,24,1
331,Analista,Tecnologia,Média,Orgânico,Cold,Plano Pro,2500,Fechamento,3,1
332,Analista,Tecnologia,Pequena,Indicação,SQL,Consultoria,46726,Fechamento,25,0
333,Analista,Manufatura,Média,Indicação,SQL,Consultoria,19138,Qualificação,39,0
334,Analista,Manufatura,Pequena,Orgânico,Hot,Plano Premium,10000,Negociação,50,0
335,Gerente,Educação,Pequena,Orgânico,Cold,Consultoria,8987,Negociação,39,1
336,Gerente,Educação,Pequena,Evento,Sem tag,Plano Pro,2500,Qualificação,20,0
337,Analista,Tecnologia,Média,Orgânico,SQL,Plano Premium,10000,Contato,39,0
338,Analista,Manufatura,Média,Anúncio,SQL,Consultoria,332984,Qualificação,27,1
339,Gerente,Manufatura,Média,Indicação,Hot,Plano Básico,500,Fechamento,32,1
340,Analista,Varejo,Pequena,Anúncio,MQL,Plano Pro,2500,Proposta,11,1
341,Analista,Tecnologia,Pequena,Orgânico,Cold,Plano Pro,2500,Qualificação,26,0
342,Analista,Tecnologia,Média,Orgânico,SQL,Consultoria,12125,Fechamento,12,1
343,Gerente,Saúde,Média,Evento,Cold,Plano Pro,2500,Qualificação,15,0
344,Analista,Saúde,Pequena,Evento,Hot,Plano Premium,10000,Qualificação,26,0
345,Gerente,Saúde,Grande,Evento,Cold,Plano Pro,2500,Qualificação,4,1
346,Gerente,Varejo,Grande,Orgânico,Cold,Consultoria,3502,Negociação,58,1
347,Diretor,Educação,Média,Orgânico,Cold,Plano Pro,2500,Proposta,23,1
348,Gerente,Manufatura,Pequena,Anúncio,Cold,Plano Pro,2500,Proposta,8,0
349,Gerente,Educação,Pequena,Anúncio,SQL,Plano Premium,10000,Qualificação,32,0
350,Analista,Finanças,Média,Evento,Hot,Plano Pro,2500,Negociação,43,0
351,Gerente,Finanças,Média,Anúncio,SQL,Plano Pro,2500,Qualificação,20,0
352,Diretor,Tecnologia,Média,Evento,Cold,Consultoria,634,Qualificação,5,0
353,Gerente,Tecnologia,Pequena,Orgânico,Cold,Consultoria,1539,Proposta,4,0
354,Diretor,Educação,Pequena,Indicação,SQL,Consultoria,3066,Contato,36,1
355,CEO,Educação,Pequena,Anúncio,MQL,Consultoria,7622,Negociação,22,1
356,Gerente,Educação,Grande,Orgânico,SQL,Plano Pro,2500,Negociação,58,0
357,Analista,Varejo,Pequena,Evento,Hot,Plano Básico,500,Qualificação,32,1
358,CEO,Tecnologia,Pequena,Evento,SQL,Plano Premium,10000,Fechamento,31,1
359,Gerente,Saúde,Média,Indicação,SQL,Plano Pro,2500,Fechamento,21,0
360,Diretor,Varejo,Pequena,Orgânico,SQL,Plano Básico,500,Negociação,24,1
361,Analista,Saúde,Grande,Evento,Cold,Plano Básico,500,Fechamento,39,0
362,Analista,Tecnologia,Pequena,Orgânico,Sem tag,Consultoria,14724,Qualificação,27,0
363,Analista,Educação,Média,Indicação,Sem tag,Plano Premium,10000,Qualificação,2,0
364,Analista,Finanças,Pequena,Orgânico,Sem tag,Consultoria,7825,Fechamento,38,0
365,Analista,Manufatura,Pequena,Evento,Cold,Plano Básico,500,Proposta,18,0
366,Analista,Finanças,Média,Orgânico,Sem tag,Consultoria,4183,Negociação,19,1
367,Analista,Varejo,Média,Orgânico,Cold,Plano Pro,2500,Fechamento,28,0
368,Gerente,Manufatura,Média,Orgânico,Hot,Plano Pro,2500,Negociação,52,1
369,Diretor,Tecnologia,Média,Orgânico,MQL,Plano Pro,2500,Fechamento,8,1
370,CEO,Tecnologia,Grande,Orgânico,Hot,Plano Básico,500,Negociação,45,1
371,Gerente,Varejo,Média,Indicação,Sem tag,Consultoria,18780,Contato,15,0
372,Gerente,Varejo,Pequena,Anúncio,SQL,Consultoria,12995,Negociação,51,1
373,Analista,Tecnologia,Pequena,Orgânico,Sem tag,Consultoria,83906,Proposta,27,1
374,Analista,Educação,Média,Anúncio,Hot,Consultoria,15557,Fechamento,9,1
375,Gerente,Saúde,Grande,Indicação,Hot,Plano Premium,10000,Contato,11,1
376,Diretor,Educação,Média,Indicação,Hot,Plano Pro,2500,Qualificação,7,1
377,Gerente,Finanças,Pequena,Indicação,Sem tag,Consultoria,13233,Qualificação,19,0
378,Gerente,Manufatura,Média,Indicação,MQL,Plano Premium,10000,Proposta,10,1
379,Diretor,Manufatura,Média,Orgânico,MQL,Plano Pro,2500,Fechamento,3,1
380,Gerente,Educação,Pequena,Evento,MQL,Consultoria,9118,Negociação,24,1
381,Gerente,Saúde,Média,Orgânico,Hot,Plano Pro,2500,Proposta,36,0
382,Gerente,Finanças,Pequena,Anúncio,Sem tag,Plano Premium,10000,Fechamento,5,1
383,Diretor,Tecnologia,Média,Orgânico,SQL,Plano Pro,2500,Negociação,36,1
384,CEO,Educação,Pequena,Orgânico,Cold,Plano Premium,10000,Fechamento,8,0
385,Gerente,Tecnologia,Média,Indicação,Hot,Consultoria,9994,Fechamento,36,1
386,Gerente,Tecnologia,Média,Orgânico,SQL,Consultoria,7428,Qualificação,31,1
387,Gerente,Educação,Pequena,Evento,SQL,Consultoria,6943,Proposta,18,0
388,Analista,Educação,Grande,Orgânico,SQL,Plano Básico,500,Proposta,5,0
389,Gerente,Tecnologia,Pequena,Indicação,SQL,Plano Pro,2500,Proposta,22,1
390,Analista,Educação,Média,Anúncio,MQL,Plano Básico,500,Proposta,26,0
391,Diretor,Finanças,Média,Orgânico,Hot,Plano Pro,2500,Fechamento,26,1
392,Gerente,Educação,Grande,Orgânico,Sem tag,Plano Básico,500,Fechamento,32,1
393,Gerente,Manufatura,Média,Indicação,SQL,Plano Premium,10000,Fechamento,14,0
394,Analista,Finanças,Grande,Anúncio,Cold,Consultoria,994,Contato,18,0
395,Analista,Finanças,Média,Orgânico,MQL,Consultoria,4831,Proposta,17,0
396,Gerente,Finanças,Média,Evento,Sem tag,Plano Pro,2500,Negociação,24,0
397,Analista,Manufatura,Pequena,Indicação,SQL,Plano Premium,10000,Qualificação,3,0
398,Gerente,Tecnologia,Grande,Orgânico,Cold,Plano Pro,2500,Negociação,49,1
399,Diretor,Varejo,Grande,Evento,MQL,Plano Básico,500,Fechamento,39,1
400,Gerente,Saúde,Pequena,Orgânico,Cold,Consultoria,363,Proposta,27,0
401,Analista,Varejo,Pequena,Anúncio,Cold,Consultoria,7324,Contato,18,0
402,Analista,Educação,Média,Anúncio,MQL,Plano Básico,500,Fechamento,2,0
403,CEO,Finanças,Média,Anúncio,Hot,Plano Premium,10000,Contato,32,1
404,Gerente,Varejo,Pequena,Indicação,MQL,Plano Básico,500,Proposta,7,0
405,Gerente,Manufatura,Pequena,Orgânico,Cold,Consultoria,8499,Contato,28,0
406,Analista,Manufatura,Pequena,Indicação,Hot,Plano Básico,500,Proposta,19,0
407,Diretor,Educação,Pequena,Anúncio,Cold,Plano Pro,2500,Negociação,53,0
408,Gerente,Tecnologia,Média,Orgânico,Hot,Plano Premium,10000,Fechamento,15,0
409,Gerente,Finanças,Grande,Orgânico,MQL,Plano Básico,500,Qualificação,6,1
410,CEO,Saúde,Pequena,Orgânico,SQL,Plano Premium,10000,Proposta,17,1
411,Diretor,Tecnologia,Média,Orgânico,Sem tag,Plano Pro,2500,Fechamento,25,1
412,Diretor,Finanças,Pequena,Evento,SQL,Plano Pro,2500,Contato,19,0
413,Analista,Varejo,Pequena,Indicação,SQL,Plano Pro,2500,Negociação,24,0
414,CEO,Varejo,Grande,Orgânico,Sem tag,Plano Premium,10000,Negociação,44,0
415,Analista,Manufatura,Pequena,Anúncio,SQL,Plano Básico,500,Negociação,34,0
416,Analista,Manufatura,Média,Anúncio,SQL,Plano Pro,2500,Proposta,24,0
417,CEO,Varejo,Pequena,Orgânico,SQL,Plano Pro,2500,Contato,13,1
418,Diretor,Varejo,Média,Orgânico,Sem tag,Plano Premium,10000,Negociação,30,1
419,Gerente,Saúde,Pequena,Indicação,Sem tag,Plano Pro,2500,Fechamento,12,0
420,Analista,Finanças,Média,Evento,Hot,Consultoria,2321,Qualificação,9,0
421,Analista,Educação,Grande,Orgânico,SQL,Plano Básico,500,Contato,2,1
422,Gerente,Manufatura,Grande,Indicação,Hot,Plano Básico,500,Qualificação,23,0
423,Diretor,Educação,Grande,Evento,Cold,Consultoria,500000,Negociação,23,1
424,Gerente,Tecnologia,Pequena,Orgânico,Sem tag,Plano Básico,500,Fechamento,25,0
425,CEO,Varejo,Grande,Indicação,Hot,Plano Básico,500,Qualificação,16,1
426,Analista,Saúde,Média,Anúncio,SQL,Plano Pro,2500,Fechamento,16,0
427,Analista,Saúde,Pequena,Indicação,Hot,Plano Premium,10000,Fechamento,31,1
428,Gerente,Finanças,Pequena,Anúncio,SQL,Plano Pro,2500,Fechamento,30,0
429,Gerente,Varejo,Pequena,Anúncio,SQL,Plano Básico,500,Proposta,24,0
430,CEO,Saúde,Pequena,Evento,Sem tag,Plano Pro,2500,Contato,7,0
431,Diretor,Finanças,Média,Indicação,SQL,Plano Premium,10000,Negociação,34,1
432,Gerente,Tecnologia,Grande,Orgânico,Hot,Plano Premium,10000,Qualificação,14,0
433,Analista,Manufatura,Pequena,Indicação,MQL,Plano Premium,10000,Proposta,16,0
434,Analista,Finanças,Média,Orgânico,MQL,Plano Pro,2500,Fechamento,1,0
435,Analista,Manufatura,Grande,Anúncio,Sem tag,Consultoria,2782,Contato,28,1
436,Analista,Tecnologia,Média,Orgânico,Hot,Plano Pro,2500,Proposta,25,1
437,Analista,Varejo,Média,Orgânico,Sem tag,Plano Premium,10000,Negociação,31,1
438,Analista,Manufatura,Média,Anúncio,Hot,Consultoria,6397,Contato,34,0
439,Diretor,Finanças,Pequena,Anúncio,MQL,Plano Pro,2500,Proposta,32,0
440,CEO,Tecnologia,Pequena,Anúncio,SQL,Consultoria,500000,Proposta,11,0
441,Analista,Tecnologia,Pequena,Orgânico,Cold,Consultoria,974,Proposta,37,0
442,CEO,Varejo,Pequena,Orgânico,Hot,Plano Pro,2500,Contato,22,1
443,Gerente,Finanças,Pequena,Orgânico,SQL,Plano Premium,10000,Proposta,18,1
444,Analista,Educação,Pequena,Orgânico,MQL,Consultoria,105546,Proposta,18,0
445,Analista,Varejo,Pequena,Orgânico,SQL,Consultoria,7366,Contato,23,1
446,Diretor,Saúde,Pequena,Indicação,Cold,Plano Básico,500,Contato,14,1
447,CEO,Finanças,Pequena,Orgânico,Hot,Plano Pro,2500,Negociação,40,1
448,Gerente,Varejo,Grande,Anúncio,Cold,Plano Pro,2500,Fechamento,14,1
449,Diretor,Saúde,Grande,Anúncio,MQL,Plano Pro,2500,Fechamento,31,1
450,Diretor,Finanças,Pequena,Indicação,MQL,Consultoria,73636,Proposta,31,1
451,Analista,Tecnologia,Média,Orgânico,SQL,Plano Pro,2500,Qualificação,18,0
452,Analista,Manufatura,Pequena,Orgânico,Cold,Plano Premium,10000,Fechamento,2,1
453,Analista,Saúde,Pequena,Orgânico,Sem tag,Consultoria,22603,Fechamento,7,1
454,Diretor,Varejo,Grande,Orgânico,Cold,Consultoria,1907,Qualificação,9,1
455,Gerente,Manufatura,Pequena,Indicação,MQL,Consultoria,21703,Contato,20,1
456,Gerente,Finanças,Grande,Indicação,SQL,Plano Premium,10000,Proposta,6,1
457,Analista,Saúde,Grande,Evento,SQL,Consultoria,9017,Negociação,46,0
458,Gerente,Tecnologia,Pequena,Orgânico,Sem tag,Plano Pro,2500,Contato,9,0
459,Analista,Finanças,Grande,Orgânico,Hot,Plano Premium,10000,Qualificação,27,1
460,Diretor,Educação,Pequena,Orgânico,Hot,Plano Pro,2500,Proposta,18,1
461,Gerente,Tecnologia,Grande,Orgânico,MQL,Plano Pro,2500,Negociação,52,0
462,Diretor,Varejo,Grande,Orgânico,Hot,Plano Premium,10000,Qualificação,10,1
463,CEO,Tecnologia,Pequena,Orgânico,Cold,Plano Premium,10000,Fechamento,30,0
464,Diretor,Educação,Grande,Orgânico,Hot,Plano Premium,10000,Fechamento,4,1
465,Analista,Manufatura,Pequena,Anúncio,Hot,Plano Premium,10000,Fechamento,33,0
466,Analista,Saúde,Pequena,Orgânico,Cold,Plano Básico,500,Qualificação,14,0
467,Analista,Manufatura,Pequena,Evento,SQL,Plano Pro,2500,Fechamento,15,0
468,Gerente,Tecnologia,Média,Anúncio,Cold,Plano Pro,2500,Contato,14,1
469,Analista,Manufatura,Grande,Anúncio,MQL,Plano Premium,10000,Fechamento,29,1
470,Gerente,Finanças,Grande,Anúncio,Cold,Consultoria,20184,Negociação,53,0
471,Diretor,Manufatura,Grande,Anúncio,Cold,Plano Pro,2500,Qualificação,8,0
472,Gerente,Finanças,Pequena,Evento,Cold,Plano Premium,10000,Proposta,29,0
473,Gerente,Finanças,Grande,Anúncio,SQL,Plano Premium,10000,Negociação,44,1
474,Analista,Manufatura,Grande,Anúncio,Sem tag,Plano Básico,500,Fechamento,33,0
475,Analista,Tecnologia,Pequena,Evento,Sem tag,Plano Premium,10000,Fechamento,30,0
476,Analista,Manufatura,Média,Evento,SQL,Plano Pro,2500,Qualificação,25,0
477,Diretor,Manufatura,Média,Indicação,SQL,Plano Premium,10000,Fechamento,37,1
478,Gerente,Manufatura,Média,Indicação,Cold,Plano Premium,10000,Proposta,39,0
479,Analista,Saúde,Grande,Orgânico,SQL,Plano Pro,2500,Contato,11,1
480,Diretor,Saúde,Pequena,Indicação,Hot,Plano Básico,500,Qualificação,14,1
481,Diretor,Saúde,Média,Orgânico,SQL,Plano Premium,10000,Negociação,41,1
482,Gerente,Manufatura,Pequena,Evento,Cold,Consultoria,2596,Proposta,20,1
483,Analista,Manufatura,Pequena,Orgânico,Sem tag,Plano Premium,10000,Contato,13,0
484,Analista,Saúde,Grande,Orgânico,MQL,Consultoria,29562,Negociação,38,1
485,Gerente,Varejo,Pequena,Orgânico,Hot,Consultoria,20378,Proposta,26,0
486,CEO,Finanças,Grande,Orgânico,Cold,Plano Premium,10000,Proposta,20,0
487,Analista,Educação,Média,Orgânico,SQL,Plano Premium,10000,Contato,30,0
488,Gerente,Tecnologia,Média,Anúncio,Hot,Plano Premium,10000,Contato,31,1
489,Analista,Manufatura,Grande,Indicação,Hot,Plano Premium,10000,Fechamento,25,0
490,Gerente,Tecnologia,Média,Indicação,SQL,Plano Básico,500,Negociação,45,0
491,Diretor,Manufatura,Pequena,Evento,MQL,Plano Pro,2500,Proposta,5,1
492,Analista,Educação,Média,Anúncio,Cold,Plano Premium,10000,Contato,13,0
493,Analista,Manufatura,Média,Indicação,Cold,Plano Pro,2500,Contato,30,0
494,CEO,Varejo,Pequena,Indicação,Sem tag,Plano Premium,10000,Fechamento,13,1
495,Diretor,Manufatura,Média,Orgânico,Sem tag,Plano Premium,10000,Fechamento,14,1
496,Analista,Finanças,Pequena,Orgânico,Hot,Plano Premium,10000,Proposta,21,1
497,Diretor,Finanças,Média,Evento,Cold,Consultoria,311127,Fechamento,36,1
498,Diretor,Finanças,Pequena,Orgânico,MQL,Plano Pro,2500,Contato,36,1
499,Analista,Saúde,Média,Evento,Sem tag,Plano Pro,2500,Contato,15,0
500,Gerente,Finanças,Média,Orgânico,Hot,Plano Básico,500,Fechamento,18,0
501,Gerente,Saúde,Grande,Evento,Hot,Plano Premium,10000,Proposta,28,1
502,CEO,Varejo,Pequena,Orgânico,Hot,Plano Premium,10000,Contato,21,1
503,Diretor,Finanças,Média,Orgânico,Cold,Consultoria,30382,Proposta,17,1
504,Gerente,Finanças,Pequena,Anúncio,SQL,Plano Básico,500,Negociação,49,0
505,Gerente,Varejo,Grande,Orgânico,Hot,Plano Básico,500,Qualificação,1,0
506,Analista,Saúde,Média,Orgânico,Cold,Plano Pro,2500,Contato,29,0
507,Gerente,Finanças,Média,Anúncio,MQL,Plano Premium,10000,Fechamento,1,1
508,Gerente,Varejo,Pequena,Indicação,Sem tag,Consultoria,53858,Contato,34,0
509,Diretor,Tecnologia,Pequena,Indicação,Sem tag,Plano Básico,500,Fechamento,19,0
510,Analista,Educação,Média,Evento,Sem tag,Plano Básico,500,Qualificação,17,0
511,CEO,Finanças,Pequena,Evento,SQL,Plano Pro,2500,Negociação,53,1
512,Analista,Educação,Média,Orgânico,MQL,Plano Premium,10000,Negociação,20,0
513,Analista,Educação,Pequena,Indicação,MQL,Plano Pro,2500,Qualificação,25,1
514,Analista,Tecnologia,Pequena,Indicação,Sem tag,Consultoria,22225,Fechamento,24,1
515,Gerente,Manufatura,Média,Orgânico,Cold,Plano Pro,2500,Qualificação,29,0
516,Gerente,Educação,Média,Orgânico,SQL,Plano Básico,500,Qualificação,27,0
517,Analista,Finanças,Grande,Anúncio,Hot,Plano Básico,500,Fechamento,11,1
518,Gerente,Saúde,Grande,Indicação,Cold,Plano Básico,500,Proposta,6,1
519,CEO,Saúde,Pequena,Indicação,Sem tag,Plano Premium,10000,Qualificação,35,0
520,Analista,Manufatura,Média,Indicação,Hot,Plano Premium,10000,Qualificação,22,0
521,Analista,Varejo,Pequena,Orgânico,Sem tag,Plano Premium,10000,Contato,31,0
522,Analista,Varejo,Pequena,Orgânico,Sem tag,Plano Pro,2500,Qualificação,20,0
523,Analista,Educação,Pequena,Indicação,Hot,Plano Pro,2500,Negociação,22,1
524,CEO,Tecnologia,Pequena,Orgânico,Hot,Consultoria,705,Contato,16,1
525,Analista,Manufatura,Pequena,Orgânico,SQL,Plano Premium,10000,Qualificação,22,1
526,Diretor,Educação,Média,Evento,Sem tag,Plano Pro,2500,Fechamento,37,0
527,Analista,Tecnologia,Média,Orgânico,SQL,Plano Premium,10000,Proposta,4,0
528,Diretor,Saúde,Grande,Anúncio,MQL,Plano Básico,500,Proposta,15,0
529,Analista,Manufatura,Média,Orgânico,Cold,Plano Pro,2500,Qualificação,37,0
530,CEO,Educação,Média,Orgânico,Sem tag,Plano Pro,2500,Negociação,16,0
531,Diretor,Finanças,Média,Anúncio,Cold,Plano Básico,500,Qualificação,25,0
532,Gerente,Educação,Média,Indicação,Cold,Plano Premium,10000,Proposta,21,0
533,Analista,Varejo,Média,Orgânico,Sem tag,Consultoria,1890,Contato,20,0
534,Analista,Saúde,Média,Orgânico,MQL,Plano Pro,2500,Contato,6,0
535,Diretor,Finanças,Pequena,Anúncio,Sem tag,Plano Básico,500,Negociação,17,1
536,Analista,Educação,Pequena,Orgânico,Cold,Plano Premium,10000,Negociação,32,1
537,Analista,Educação,Pequena,Orgânico,Hot,Plano Pro,2500,Negociação,19,1
538,Diretor,Manufatura,Média,Anúncio,SQL,Plano Premium,10000,Proposta,31,1
539,Analista,Tecnologia,Pequena,Anúncio,MQL,Consultoria,4844,Negociação,48,0
540,Gerente,Educação,Média,Orgânico,Cold,Consultoria,45266,Fechamento,28,0
541,CEO,Varejo,Grande,Evento,Cold,Plano Premium,10000,Proposta,1,1
542,Analista,Tecnologia,Pequena,Evento,Cold,Plano Pro,2500,Qualificação,20,0
543,Gerente,Educação,Média,Evento,Hot,Plano Básico,500,Qualificação,34,0
544,Analista,Finanças,Pequena,Indicação,SQL,Plano Pro,2500,Negociação,18,1
545,Analista,Saúde,Média,Orgânico,Hot,Plano Pro,2500,Qualificação,22,0
546,Gerente,Varejo,Grande,Indicação,Sem tag,Plano Premium,10000,Contato,18,1
547,Analista,Manufatura,Grande,Anúncio,Hot,Plano Premium,10000,Negociação,22,1
548,Diretor,Finanças,Grande,Indicação,Cold,Consultoria,3113,Qualificação,11,0
549,Analista,Varejo,Grande,Orgânico,Sem tag,Plano Básico,500,Negociação,22,0
550,Gerente,Tecnologia,Pequena,Indicação,Hot,Plano Premium,10000,Qualificação,5,1
551,Diretor,Manufatura,Média,Orgânico,Hot,Consultoria,73486,Proposta,5,0
552,Gerente,Manufatura,Grande,Orgânico,Hot,Plano Pro,2500,Fechamento,38,1
553,Diretor,Tecnologia,Pequena,Anúncio,SQL,Consultoria,46300,Proposta,24,1
554,CEO,Educação,Média,Anúncio,SQL,Plano Premium,10000,Proposta,34,1
555,Diretor,Varejo,Pequena,Indicação,Hot,Plano Premium,10000,Qualificação,8,1
556,Analista,Finanças,Média,Orgânico,Hot,Plano Básico,500,Proposta,14,0
557,Analista,Saúde,Pequena,Indicação,MQL,Plano Básico,500,Proposta,28,0
558,Diretor,Saúde,Grande,Anúncio,Cold,Consultoria,7548,Qualificação,5,1
559,Diretor,Saúde,Pequena,Orgânico,Hot,Plano Básico,500,Contato,34,0
560,Analista,Educação,Pequena,Orgânico,Cold,Plano Pro,2500,Negociação,18,0
561,CEO,Finanças,Média,Orgânico,Sem tag,Consultoria,20879,Contato,17,0
562,Gerente,Finanças,Grande,Evento,Hot,Consultoria,31837,Proposta,28,1
563,Analista,Varejo,Média,Orgânico,MQL,Plano Pro,2500,Contato,7,0
564,Analista,Educação,Pequena,Orgânico,MQL,Plano Premium,10000,Fechamento,3,0
565,Diretor,Manufatura,Média,Anúncio,Cold,Plano Básico,500,Proposta,3,0
566,Analista,Educação,Grande,Orgânico,SQL,Consultoria,15741,Proposta,19,1
567,Analista,Tecnologia,Pequena,Evento,Cold,Consultoria,50229,Negociação,20,0
568,Diretor,Manufatura,Média,Orgânico,MQL,Plano Básico,500,Fechamento,32,0
569,Analista,Manufatura,Média,Indicação,Hot,Plano Básico,500,Contato,25,0
570,Gerente,Varejo,Média,Evento,Cold,Plano Básico,500,Negociação,45,0
571,Gerente,Varejo,Grande,Evento,Hot,Plano Básico,500,Proposta,35,0
572,Analista,Manufatura,Média,Evento,Cold,Plano Pro,2500,Proposta,22,0
573,Diretor,Varejo,Grande,Orgânico,Cold,Plano Pro,2500,Contato,32,1
574,Analista,Varejo,Pequena,Orgânico,MQL,Plano Básico,500,Negociação,57,0
575,Gerente,Educação,Média,Orgânico,Hot,Plano Pro,2500,Contato,19,0
576,Analista,Manufatura,Grande,Orgânico,MQL,Consultoria,131802,Proposta,19,1
577,Analista,Manufatura,Grande,Indicação,Sem tag,Plano Básico,500,Proposta,36,0
578,Analista,Tecnologia,Grande,Orgânico,Cold,Plano Básico,500,Fechamento,33,0
579,Analista,Manufatura,Pequena,Orgânico,MQL,Plano Pro,2500,Negociação,22,1
580,Gerente,Manufatura,Média,Anúncio,MQL,Consultoria,19954,Fechamento,21,0
581,Gerente,Saúde,Grande,Evento,Hot,Plano Básico,500,Proposta,8,0
582,Analista,Tecnologia,Pequena,Anúncio,Hot,Consultoria,67341,Proposta,31,1
583,Gerente,Educação,Grande,Anúncio,Hot,Plano Básico,500,Contato,33,0
584,Diretor,Tecnologia,Grande,Indicação,SQL,Plano Premium,10000,Proposta,14,1
585,Analista,Saúde,Média,Orgânico,Sem tag,Consultoria,27623,Contato,35,0
586,Diretor,Educação,Média,Indicação,Hot,Plano Básico,500,Contato,31,1
587,Analista,Finanças,Pequena,Evento,SQL,Consultoria,10431,Qualificação,27,1
588,Gerente,Manufatura,Pequena,Anúncio,Sem tag,Plano Premium,10000,Negociação,41,0
589,Analista,Manufatura,Pequena,Anúncio,MQL,Plano Pro,2500,Proposta,30,0
590,Analista,Saúde,Pequena,Orgânico,Cold,Consultoria,4285,Fechamento,22,0
591,Gerente,Finanças,Pequena,Anúncio,Cold,Plano Pro,2500,Negociação,52,1
592,Gerente,Educação,Média,Orgânico,SQL,Plano Premium,10000,Qualificação,7,1
593,Gerente,Finanças,Pequena,Indicação,Cold,Plano Básico,500,Proposta,12,1
594,Analista,Tecnologia,Pequena,Orgânico,MQL,Plano Básico,500,Contato,21,0
595,Analista,Saúde,Média,Evento,MQL,Plano Premium,10000,Negociação,40,0
596,Analista,Saúde,Grande,Anúncio,Cold,Plano Pro,2500,Contato,8,1
597,Analista,Tecnologia,Média,Orgânico,Hot,Plano Pro,2500,Contato,15,0
598,Gerente,Manufatura,Grande,Orgânico,Hot,Plano Pro,2500,Qualificação,10,0
599,Analista,Saúde,Média,Orgânico,MQL,Plano Pro,2500,Negociação,27,0
600,Gerente,Manufatura,Grande,Anúncio,Sem tag,Plano Básico,500,Fechamento,8,1
601,Gerente,Manufatura,Pequena,Orgânico,Hot,Consultoria,11459,Contato,38,1
602,Analista,Educação,Média,Anúncio,Hot,Plano Básico,500,Negociação,21,1
603,CEO,Saúde,Pequena,Indicação,SQL,Consultoria,23715,Proposta,21,1
604,Diretor,Educação,Média,Evento,Cold,Plano Básico,500,Negociação,15,0
605,Analista,Manufatura,Média,Anúncio,MQL,Consultoria,1279,Fechamento,32,0
606,Gerente,Educação,Pequena,Anúncio,Sem tag,Plano Básico,500,Qualificação,39,0
607,Gerente,Saúde,Média,Anúncio,Hot,Plano Premium,10000,Qualificação,34,0
608,Gerente,Varejo,Pequena,Indicação,Cold,Plano Pro,2500,Qualificação,33,1
609,Gerente,Finanças,Média,Orgânico,Sem tag,Plano Básico,500,Proposta,38,0
610,CEO,Saúde,Média,Evento,Sem tag,Plano Premium,10000,Qualificação,37,0
611,Analista,Educação,Pequena,Evento,SQL,Plano Pro,2500,Fechamento,22,0
612,CEO,Saúde,Média,Orgânico,SQL,Plano Premium,10000,Fechamento,11,0
613,Analista,Saúde,Grande,Anúncio,MQL,Plano Básico,500,Negociação,42,1
614,Analista,Saúde,Grande,Indicação,MQL,Plano Pro,2500,Fechamento,17,0
615,Analista,Tecnologia,Média,Anúncio,Hot,Plano Básico,500,Negociação,33,0
616,Analista,Finanças,Pequena,Anúncio,SQL,Plano Premium,10000,Fechamento,5,1
617,Analista,Saúde,Pequena,Orgânico,MQL,Plano Premium,10000,Proposta,39,0
618,Gerente,Finanças,Grande,Indicação,Sem tag,Plano Básico,500,Fechamento,9,1
619,Diretor,Varejo,Grande,Anúncio,Cold,Consultoria,23721,Negociação,41,1
620,Analista,Varejo,Média,Orgânico,MQL,Plano Pro,2500,Qualificação,28,0
621,Analista,Tecnologia,Média,Anúncio,Sem tag,Plano Premium,10000,Contato,36,0
622,Analista,Varejo,Média,Anúncio,Sem tag,Consultoria,1371,Fechamento,19,0
623,Gerente,Educação,Grande,Evento,Sem tag,Plano Pro,2500,Fechamento,22,0
624,Analista,Saúde,Pequena,Orgânico,MQL,Plano Premium,10000,Contato,38,0
625,Gerente,Manufatura,Média,Orgânico,Sem tag,Consultoria,20167,Qualificação,17,1
